title,true,pred
Presidential Transition of Power Begins amid Nationwide Protests,REAL,FAKE
"2 Reminders to Ignore the ""Trump is Doomed"" Polls",FAKE,REAL
"Non-confrontational style, social media aiding Ben Carson's surge in polls",REAL,FAKE
Think the Iowa polls were bad? Wait until New Hampshire,REAL,FAKE
"Brussels stories: Grief for the lost, hope for the missing",REAL,FAKE
Can the Democratic party find unified path to the general election?,REAL,FAKE
'There appear to be no rules anymore',REAL,FAKE
Orlando: The mainstream media serves up a false narrative about terror attack,REAL,FAKE
Place your bets now. How much does someone’s world view predict their other attitudes?,REAL,FAKE
Will Bill Clinton's best effort be enough?,REAL,FAKE
Top US lawmakers strike deal to fast-track trade deals,REAL,FAKE
The system set Boehner up for failure,REAL,FAKE
Gary Johnson snags newspaper endorsement,REAL,FAKE
U.S. drone strike accidentally killed 2 hostages,REAL,FAKE
Baba Vanga Was Right About Obama's Presidency And The 9/11 Attacks Sees Dire Future For Trump And The US,FAKE,REAL
Downing of Russian plane reveals potential for more conflict,REAL,FAKE
Clinton says U.S. is ‘not winning’ the war against the Islamic State,REAL,FAKE
"Boehner, McConnell split over NSA bill",REAL,FAKE
"After political upheaval in Iowa, what next? (+video)",REAL,FAKE
U.S. secretly tracked billions of calls for decades,REAL,FAKE
What you need to know about the New Hampshire primary,REAL,FAKE
Let’s make the South stop lying: The right’s war on our history — and truth — must be defeated now,REAL,FAKE
Louisiana’s Common Core Debacle,REAL,FAKE
Hillary Clinton To Decide On 2016 Run 'Sometime Next Year',REAL,FAKE
The NRA-ification of the Republican Party,REAL,FAKE
James O’Keefe releases another Project Veritas video claiming Hillary Clinton campaign is “bird dogging”,REAL,FAKE
Russia May Deny LGBT Driver's Licenses,REAL,FAKE
Prison employee pleaded not guilty to aiding escape of two murderers,REAL,FAKE
Behind the Biden hype,REAL,FAKE
The Trump – Epstein Rape Lawsuit,FAKE,REAL
"Could RNC delegates be bought? Legally, maybe",REAL,FAKE
Success against ISIS requires a team of teams,REAL,FAKE
"United States v. Texas, the biggest immigration case in a century, explained",REAL,FAKE
Charlie Hebdo editor-in-chief: ‘Religion should not be a political argument.’,REAL,FAKE
The Many Faces of Iowa’s Caucus Voters,REAL,FAKE
Romney's Exit Unleashes Race for Donors Among 2016 Hopefuls,REAL,FAKE
"Report Says Trade Deal Would Boost U.S. Economy, But Opponents Say No",REAL,FAKE
Libertarians hope rallies and ads can nudge them into the presidential debates,REAL,FAKE
UN Leaders Agree on Major Clean Energy Goals,REAL,FAKE
Advocates Aim to Expand Gay Rights at State Level,REAL,FAKE
"Hillary isn't winning over many pundits, even on the left",REAL,FAKE
Six cities submit bids to host 2016 Democratic National Convention,REAL,FAKE
UN Launches Global Freshwater Preservation Project,REAL,FAKE
"Russia launches airstrikes in northern Syria, senior military official says",REAL,FAKE
"David Sweat shot, captured alive after New York manhunt",REAL,FAKE
Iowa nightmare revisited: Was correct winner called on caucus night?,REAL,FAKE
Bernie's California endgame,REAL,FAKE
Scientists Develop Ultra-Thin Battery for Wearable Tech,REAL,FAKE
Why is Paul Ryan miffed about new budget deal?,REAL,FAKE
How far can campaigns go to win support from a Republican delegate?,REAL,FAKE
"Obama hits the road to push new programs, win support for his tax plan",REAL,FAKE
Miracles Man: Metaxas Vs. Closed Minds And A Closed Universe,REAL,FAKE
"Shift in Cuba politics boosts Obama, challenges Rubio",REAL,FAKE
VIDEO COMPILATION: Pundits and Politicians Insist Donald Trump Cannot Win Election,FAKE,REAL
WATCH: Louis CK’s EPIC Answer on Trump vs. Hillary,FAKE,REAL
Barney Frank Powerfully Disproves Ben Carson's Comments On Homosexuality,REAL,FAKE
Iraq says it bombed Islamic State leader's convoy,REAL,FAKE
India Strengthens Digital Infrastructure for Villages,REAL,FAKE
"Bobby Jindal, raised Hindu, uses story of Christian conversion to woo evangelicals for potential 2016 bid",REAL,FAKE
Family issues weigh heaviest on Biden as he considers a 2016 campaign,REAL,FAKE
Is This Trump’s Biggest Financial Con Yet?,REAL,FAKE
O’Reilly denounces Mother Jones story on his war reporting,REAL,FAKE
Russian plane crash in Sinai: All 224 on board killed,REAL,FAKE
Scott Walker’s economic mess: How worker wages were gutted in Wisconsin,REAL,FAKE
There is no nationwide crime wave (and police killings are not up),REAL,FAKE
Taking Trump voters’ concerns seriously means listening to what they’re actually saying,REAL,FAKE
Why Clinton remains inevitable — almost,REAL,FAKE
"Scalia, Thomas & Alito have totally lost it: The complete and utter incoherence of the conservative Supreme Court justices",REAL,FAKE
Hillary Clinton accepts nomination with 'boundless confidence in America's promise',REAL,FAKE
Death of Saudi King Abdullah brings uncertain new era for US in Middle East,REAL,FAKE
Iran’s Zarif to hold talks with Russia’s Lavrov on Syria in Moscow,FAKE,REAL
Clinton’s challenge will be to balance a hopeful tone with an argument for change,REAL,FAKE
Obama Meets Boy After Deplorable Trump Fans Attack His Wheelchair When He’s Removed From Rally,FAKE,REAL
How Hillary Clinton Locked Up The Democratic Nomination In 10 Steps,REAL,FAKE
The Amish In America Commit Their Vote To Donald Trump; Mathematically Guaranteeing Him A Presidential Victory - ABC News,FAKE,REAL
The Destroyer Cometh,REAL,FAKE
Open carry comes to Texas: Why the Lone Star state will be safer in 2016,REAL,FAKE
"After riots, Baltimore residents take to streets – to help one another",REAL,FAKE
Three reasons political polarization is here to stay,REAL,FAKE
John McCain: NSA Phone Surveillance Program Is Necessary,REAL,FAKE
Japan Expands International Student Scholarship Program,REAL,FAKE
Trove of Bin Laden documents released,REAL,FAKE
"Speaker at Sanders Rally Tells Crowd Not to Vote Clinton, Gets Dragged Off Stage",FAKE,REAL
"In a revealing interview, Trump predicts a ‘massive recession’ but intends to eliminate the national debt in 8 years",REAL,FAKE
The Iowa caucuses are closer than you think,REAL,FAKE
"Why ISIS's reign of fear has worked, and how it can be countered",REAL,FAKE
Why Hillary Clinton's gun control proposal is all wrong,REAL,FAKE
Libertarian Party set to pick nominee at convention,REAL,FAKE
How the Clintons’ Haiti development plans succeed — and disappoint,REAL,FAKE
Jesse Matthew charged in Hannah Graham slaying,REAL,FAKE
Selma 50 years on: John Lewis's recalls the march,REAL,FAKE
"George Stephanopoulos, Brian Williams and the media’s sinking reputation",REAL,FAKE
The Libertarian Moment Is So Over That Libertarians Are Now The Single Largest Group: Gallup,REAL,FAKE
Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,FAKE,REAL
The Pope is wrong on religious speech (Opinion),REAL,FAKE
Dozens of intelligence analysts reportedly claim assessments of ISIS were altered,REAL,FAKE
"Obamacare Enrollments Hit Nearly 12 Million, Top Health Official Says",REAL,FAKE
Charlie Hebdo: The French magazine's long history of polarization (+video),REAL,FAKE
Biden's Latest Signal He Won't Run For President,REAL,FAKE
Relief efforts to find survivors intensify amid powerful aftershocks,REAL,FAKE
Trump’s Hitlerian disregard for the truth,REAL,FAKE
Authorities search for clues after raid thwarts potential 'Belgian Charlie Hebdo' attack,REAL,FAKE
Why Sen. Mitch McConnell won’t budge on the Supreme Court nomination,REAL,FAKE
NSA program reportedly helped US gather evidence against North Korea in Sony hack,REAL,FAKE
Lynch vote deal reached on human trafficking bill,REAL,FAKE
Kevin McCarthy is a total dope: This bumbling yahoo is about to be second in line to the presidency,REAL,FAKE
"Saudi Arabia's King Abdullah was incremental reformer, US ally (+video)",REAL,FAKE
"William Weld: Never Mind Libertarianism, He's Running as Himself",REAL,FAKE
"Suspect in 4 gruesome D.C. killings might not have acted alone, police say",REAL,FAKE
AP FACT CHECK: The Republican debaters and the facts,REAL,FAKE
Insiders: Trump and Clinton will carry Iowa,REAL,FAKE
"Guns, terror, and LGBT rights: Orlando shooting raises stakes for next president",REAL,FAKE
Is Donald Trump Autistic?,FAKE,REAL
Hillary Clinton plays literal attack dog in effort to shore up Nevada,REAL,FAKE
ICE spends millions flying illegal immigrant children across US,REAL,FAKE
Axelrod: Can Ailes tame Trump?,REAL,FAKE
"Happy New Year, Wall Street: Congress Has Another Gift For You",REAL,FAKE
Paul Manafort resigns as Trump campaign chairman after Breitbart shake-up,REAL,FAKE
Partisan voters treat politics and elections like a competitive sports rivalry.,REAL,FAKE
"Anti-terrorism crackdowns may have spurred attackers, Belgian prosecutor says",REAL,FAKE
Former Facebook staffers say conservative news is deliberately suppressed,REAL,FAKE
Scientists Confirm Discovery of Underground Forest in China,REAL,FAKE
Congress likely to blow budget deadline,REAL,FAKE
Foster Friess chides Rand Paul in not-so-private email,REAL,FAKE
Charleston exposes ugliest truth of our time: Our society places little value on black life,REAL,FAKE
Kerry tells Capitol Hill critics of Iran nuclear deal to 'hold their fire' until final deal,REAL,FAKE
Major Voter Fraud Already Running Rampant Against Republicans,FAKE,REAL
"Libertarian Party VP insults Trump, practically endorses Clinton",FAKE,REAL
Michelle Obama Deletes Hillary Clinton From Twitter,FAKE,REAL
"How Gary Johnson's Vote Percentages Will Affect Libertarian Party Ballot Access, State By State",REAL,FAKE
UN Approves New Education Funding for Refugee Children,REAL,FAKE
"As His Campaign Crumbles, Trump Is Spending His Day Fighting With MSNBC's Joe Scarborough",REAL,FAKE
Opponents divided on how — or whether — to resist justices’ ruling,REAL,FAKE
Egypt says it hit ISIS targets in Libya after killings,REAL,FAKE
U.S.-backed Syrian rebels appeal for antiaircraft missiles,REAL,FAKE
NASA Releases New Images of Saturn’s Rings,REAL,FAKE
‘Paid for by O’Malley for President’ — and 9 other signs O’Malley is in,REAL,FAKE
Trump &amp; Clinton Were Very Convincing...on How Lousy the Other One Is,REAL,FAKE
"ISIS Empire: Smuggling, shakedowns, donations feed swelling terror budget",REAL,FAKE
States look at hiking gas tax as fuel prices plunge,REAL,FAKE
Fact Check: Did Hillary Clinton Introduce A New Approach To Early Education?,REAL,FAKE
Why Debbie Wasserman Schultz failed,REAL,FAKE
Chris Christie Bolsters Political Team as Allies Launch Super PAC,REAL,FAKE
"Turkey, Russia Headed for a Military Face-Off?",REAL,FAKE
"Why long shots and also-rans run for president: It’s the media, stupid",REAL,FAKE
Merrick Garland’s instinct for the middle could put him in the court’s most influential spot,REAL,FAKE
New Saudi king ascends to the throne as terrorism threat grows,REAL,FAKE
The Real Reason Why The Clinton Email Scandal Is Back Has Nothing To Do With Helping Trump,FAKE,REAL
Lincoln Chafee Ends His Presidential Campaign,REAL,FAKE
The unemployment rate is now lower than it was at any time during Reagan's presidency,REAL,FAKE
"Facebook is full of fake news stories. On Election Day, don’t fall for them.",REAL,FAKE
Marines’ killer set off no red flags,REAL,FAKE
Trump Announces Massive Expansion Plans For NASA,FAKE,REAL
Report: Freddie Gray may have intentionally tried to injure self in police van,REAL,FAKE
"Veto, filibuster threats ahead of vote next week to fund Homeland Security, roll back executive actions",REAL,FAKE
"In wake of Paris shooting, Spain worries about terror attacks on its home soil",REAL,FAKE
'Spinning up as we speak': Email shows Pentagon was ready to roll as Benghazi attack occurred,REAL,FAKE
Iraq announces counterattack against ISIS in Anbar province,REAL,FAKE
"Whether Clinton or Trump, Tensions Will Escalate with China and Russia Under Next U.S. President",FAKE,REAL
Obama administration bans some military-style assault gear from local police departments,REAL,FAKE
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",REAL,FAKE
Top Clinton aide Mills reportedly walks out of FBI interview about emails,REAL,FAKE
U.S. officials optimistic they will close giant trade deal,REAL,FAKE
Philadelphia To Host 2016 Democratic National Convention,REAL,FAKE
Congressional Republicans are outraged that the EPA wants to protect our drinking water,REAL,FAKE
John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,REAL,FAKE
One of this election's bright spots: early voting,REAL,FAKE
Oil prices could fall further if Iran nuclear deal is reached,REAL,FAKE
Syria's Assad says he receives info about US-led coalition's anti-ISIS strikes,REAL,FAKE
Gov. Jindal 'thinking and praying' about 2016 run - Politics.com,REAL,FAKE
What 'Draw Muhammad' shootings say about Islamic State reach (+video),REAL,FAKE
Hillary Clinton Can’t Run for President,REAL,FAKE
Scientists Create AI That Can Detect Lies From Voice Patterns,REAL,FAKE
Syria's war: How did we get here?,REAL,FAKE
Kerry: Assad Must Go,REAL,FAKE
The Daily 202: Bill Clinton’s argument with Black Lives Matter protesters is 2016’s Sister Souljah Moment,REAL,FAKE
“Donald Trump And The Rise Of White Identity In Politics”,FAKE,REAL
Clinton Takes First Step To Dispel Doubts About Candidacy,REAL,FAKE
"White Kids Get Medicated When They Misbehave, Black Kids Get Suspended — or Arrested",REAL,FAKE
McConnell plan moves Senate closer to deal on Homeland Security funding,REAL,FAKE
Martin O’Malley Praises Senate Democrats for Holding Up Trade Deal,REAL,FAKE
The feds probably won't dismantle the Ferguson PD. That's a good thing.,REAL,FAKE
Cuba has a possible lung cancer vaccine that America can now test,REAL,FAKE
"Possibility of fire aboard EgyptAir flight raised as body parts, debris found in Mediterranean",REAL,FAKE
"Trump Tells GOP Rally In Jerusalem He’ll ‘Make Israel, U.S. Safe Again’",FAKE,REAL
Don’t underestimate Rand Paul as a 2016 presidential contender,REAL,FAKE
Battle Lines For 2016 Emerge As Republican Hopefuls Unveil Campaign Themes,REAL,FAKE
Poll: Clinton Support Spikes Following Democratic Convention,REAL,FAKE
"US Officials, FBI See No Link Between Trump and Russia",FAKE,REAL
Clinton defends role over Benghazi in heated Hill hearing,REAL,FAKE
The Battleship Debate,FAKE,REAL
Scott Walker Confronts Doubts About His Grasp of Foreign Policy,REAL,FAKE
Ore. Gunman Asked Victims If They Were Christians,REAL,FAKE
Michelle Obama reflects on pressure she felt in '08,REAL,FAKE
Antiquities destroyed at Palmyra by the Islamic State,REAL,FAKE
Fidel Castro makes rare public appearance in Cuba,REAL,FAKE
Hillary Clinton’s push on gun control marks a shift in presidential politics,REAL,FAKE
How the swing voter went extinct,REAL,FAKE
Police arrest suspects across Europe in rush to minimize terror threat (+video),REAL,FAKE
The Clintons really don’t get it: False attacks and failed strategies as Hillary repeats 2008,REAL,FAKE
"Before leak, NSA mulled ending phone program",REAL,FAKE
Gas prices could drop toward $1 a gallon,REAL,FAKE
Clinton media campaign follows BuzzFeed model,REAL,FAKE
Q&A: key questions about EgyptAir flight MS804,REAL,FAKE
Donald Trump is going to win: This is why Hillary Clinton can’t defeat what Trump represents,REAL,FAKE
"Election 2015 Highlights: Who Won, Who Lost?",REAL,FAKE
Clinton Camp Tries to Deflect Suspicion as FBI Reopens Email Case,REAL,FAKE
"Homeland Security Chief Says 30,000 Will Be Furloughed If Department Shuts Down",REAL,FAKE
The Pope vs. America,REAL,FAKE
"Here come the jobs, finally",REAL,FAKE
Mitt Romney to give big speech on 2016 race. Joining #NeverTrump? (+video),REAL,FAKE
"Us vs Them: When Politics is Treated Like a Football Game, No One Wins",REAL,FAKE
The judge immigration foes wanted,REAL,FAKE
2016 Race Collides With Baltimore Unrest,REAL,FAKE
President Elect Trump – A New Era of Unpredictability Awaits,FAKE,REAL
'Jihadi John' Reportedly Identified,REAL,FAKE
"Politico Tries to Destroy Trump, But It Backfires IMMEDIATELY",FAKE,REAL
George Takei Invited To Thanksgiving At The Baldwins’ To Referee Trump Feud (TWEETS/VIDEO),FAKE,REAL
How a shortage of lethal injection drugs put the death penalty before the Supreme Court,REAL,FAKE
A Complete Guide To Early And Absentee Voting,REAL,FAKE
Determined to kill: Can tough gun laws end mass shootings?,REAL,FAKE
Democrats & Republicans Just Joined Forces To Condemn Comey’s Partisan Smears,FAKE,REAL
Valentin Katasonov: America is in agony and Trump is the doctor,FAKE,REAL
"FBI expands probe of Clinton emails, launches independent classification review",REAL,FAKE
Why do people dislike Hillary Clinton? The story goes far back,REAL,FAKE
Pleading for Paul Ryan,REAL,FAKE
Why would anyone want to be Trump or Clinton’s VP?,REAL,FAKE
Is It Time To Reconsider Lifetime Appointments To The Supreme Court?,REAL,FAKE
"Poll: With 2016 approaching, Clinton maintains advantages",REAL,FAKE
The Freakout From An Obamacare Ruling Could Be Unlike Anything We've Seen,REAL,FAKE
Pro-Lifers Take over Planned Parenthood's #PPShoutYourStory,REAL,FAKE
Hillary Clinton's happy dance won't last,REAL,FAKE
"You’re a Nazi, and other shocking truths according to Trump’s fact-checking rules",REAL,FAKE
The Anti-Trump Protesters Are Tools of the Oligarchy,FAKE,REAL
Donald Trump: The next President of the United States of America,FAKE,REAL
Scientists Discover Giant Cave With Its Own Weather,REAL,FAKE
Alaska scrambles to prevent Obamacare collapse,REAL,FAKE
Why the Iowa caucuses have such a massive impact on the presidential race,REAL,FAKE
"Trump and Brexit Defeat Globalism, for Now Anyway",FAKE,REAL
"Obama addresses human rights, ethnic divisions on final day of Kenya visit",REAL,FAKE
Don't blame all immigrants for San Francisco shooting,REAL,FAKE
A semi-radical plan to elect more moderates to Congress,REAL,FAKE
"Cory Booker: Senate bill is ""in my lifetime the first reversal of mass incarceration""",REAL,FAKE
IRONY ALERT: First Person Arrested For Voter Fraud Is A Trump Supporter,FAKE,REAL
This policing innovation helped fight crime. But it also led to more corruption.,REAL,FAKE
"In rare foreign trip, Assad flies to Moscow to meet with Putin",REAL,FAKE
"Hope and change, the Hebrew edition",REAL,FAKE
Steve Case: Why I’m voting for Hillary Clinton,REAL,FAKE
"Justices agree to hear dispute over union fees, reapportionment",REAL,FAKE
"Iran, Finland sign 4 MoUs in Tehran",FAKE,REAL
Carson threatens to leave Republican Party,REAL,FAKE
CLINTON: I’D ADD MICHELLE OBAMA TO MY CABINET,FAKE,REAL
Obamacare threatens John Roberts’s dream of a nonpartisan Supreme Court,REAL,FAKE
"The best lines from President Obama's speech, according to the White House",REAL,FAKE
Rescue Brings A Bit Of Good News To Nepal's Capital After Earthquake,REAL,FAKE
How the battle against the Islamic State is redrawing the map of the Middle East,REAL,FAKE
"Sorry Gov. Kasich, ‘Electability’ Is Bunk",REAL,FAKE
Meet Hillary Clinton's Potential Vice Presidents In 100 Words,REAL,FAKE
Australia Unveils Plan to Protect Coral Reefs,REAL,FAKE
The reinvention of Mitt Romney,REAL,FAKE
Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',FAKE,REAL
"In the House’s dark hour, Speaker Paul Ryan offers a glimpse of hope",REAL,FAKE
"ISIS claims credit for terror attacks at Brussels airport, Metro station",REAL,FAKE
Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,FAKE,REAL
Should NBC have let Donald Trump host 'Saturday Night Live'?,REAL,FAKE
Mitch McConnell Pledges To Avoid Debt Ceiling Disaster,REAL,FAKE
"Terror attack over, 147 dead at Kenya university",REAL,FAKE
How Ryan decided to ditch Trump,REAL,FAKE
Kate Steinle's death and sanctuary cities: What good are our laws without enforcement?,REAL,FAKE
Egypt bombs Islamic State targets in Libya after beheading video,REAL,FAKE
Does Carly Fiorina's business experience at HP matter?,REAL,FAKE
Baltimore protests: Crowds stand firm after curfew,REAL,FAKE
A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History,REAL,FAKE
"What 20,000 pages of hacked WikiLeaks emails teach us about Hillary Clinton",REAL,FAKE
President Paul? Wall Street on high alert,REAL,FAKE
Why Congress Doesn't Really Worry About What Most Americans Think,REAL,FAKE
Obama On Loretta Lynch: 'You Don't Hold Attorney General Nominees Hostage',REAL,FAKE
"I'm Not Voting ""For"" Donald Trump. I'm Voting To Stop The Clintons From Consolidating Power.",FAKE,REAL
Would A Trump Presidency Make SJWs EVEN MORE Aggressive–And Is Secession The Answer?,FAKE,REAL
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",REAL,FAKE
Russia Begins Airstrikes In Syria After Assad's Request,REAL,FAKE
John Roberts helps overthrow the Constitution,REAL,FAKE
"The next recession could be around the corner, and the Fed isn't ready for it",REAL,FAKE
NASA Tests New Radiation Shield for Lunar Missions,REAL,FAKE
Ben Carson slams reporters over questions about his past,REAL,FAKE
Arkansas Republicans Put The Word “Liar” In Hillary’s Name On Ballot,FAKE,REAL
What If The Supreme Court Had Gone The Other Way On Obamacare?,REAL,FAKE
"‘A noun, a verb and Donald Trump’: Rubio seeks to seize on Murphy’s flaw",FAKE,REAL
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",FAKE,REAL
Iraqi Christians Hold first mass in over 2 years pray for Trump to Win,FAKE,REAL
Fact Check: Democrats Have Created Twice As Many Jobs As Republicans Since 1950’s,FAKE,REAL
Dems sue GOP over Trump's 'rigged' complaints,FAKE,REAL
Scientists Find Alien Messages in Radio Waves,FAKE,REAL
"Charleston, Dylann Roof and the racism of millennials",REAL,FAKE
A monumental test for Boehner,REAL,FAKE
Americans Don't Like New Congress Any Better Than The Last One,REAL,FAKE
Lawmakers fuming over report Capitol police left guns in bathrooms,REAL,FAKE
Former GOP Representative Calls For Armed Insurrection (VIDEO),FAKE,REAL
Non-mainstream poll shows Trump poised to win with 76% chance,FAKE,REAL
Moby Just Destroyed Trump In A Passionate Defense Of Hillary,FAKE,REAL
Media coverage of gang violence sure looks different when the perpetrators are white,REAL,FAKE
Scientists Observe Rare Deep-Sea Fish Migration Event,REAL,FAKE
"Charlie Hebdo attack: Suspects' names, photos released",REAL,FAKE
U.S. District Judge orders homophobic Kentucky clerk to explain why she shouldn’t be fined or jailed for contempt,REAL,FAKE
"Obama, sounding like his critics, admits no 'complete strategy' for Iraq",REAL,FAKE
Conservatives in a meltdown: National Review’s confused “Against Trump” issue is an amazing testament to the right’s implosion,REAL,FAKE
Immigration Bill Slow to Stir Foes' Passion,REAL,FAKE
Clinton campaign stiff-arms reporter in coverage pool,REAL,FAKE
Ukraine Withdraws Forces After Fight Over Strategic City,REAL,FAKE
"Charleston church massacre suspect caught, but answers elude victims' loved ones",REAL,FAKE
How public funding of elections makes politics even more polarized,REAL,FAKE
Robert Durst on HBO’s ‘The Jinx': I ‘killed them all.’,REAL,FAKE
US lifts Vietnam arms embargo in move to counter China,REAL,FAKE
The 2016 Republican field might be the most diverse ever — for either party,REAL,FAKE
‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign,REAL,FAKE
William F. Buckley would have loathed Fox News: Inside the right-wing media’s intellectual downfall,REAL,FAKE
Gunman storms Tunisia resort in deadly attack aimed at foreigners,REAL,FAKE
"Trump “You Can’t Read 650k Emails in 8 days, Hillary is GUILTY!” – TruthFeed",FAKE,REAL
Top Senate Democrat urges Clinton to address private email controversy,REAL,FAKE
"Along the migrant trail, pressure grows to close Europe’s open borders",REAL,FAKE
Clinton calls for 'common-sense' gun control after Charleston terrorist attack,REAL,FAKE
Insiders: Clinton still on track to win Iowa and N.H.,REAL,FAKE
Donald Trump kicks off final campaign day with Fla. rally,FAKE,REAL
San Bernardino massacre: A horror that affects us all,REAL,FAKE
"One year after Obama embraced Cuba, what has changed?",REAL,FAKE
Taliban claim responsibility for Kabul attack,REAL,FAKE
Republican women increasingly fear party is alienating female voters,REAL,FAKE
Donald Trump doesn’t want to make America great. He wants to make it afraid.,REAL,FAKE
"Clinton takes four states, giving a big boost to her delegate total",REAL,FAKE
This Man Is the Most Dangerous Political Operative in America,REAL,FAKE
"After tragic shooting, Charleston church reopens with prayer, songs and tears",REAL,FAKE
